TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT,TOTAL_FLIGHTS,TOTAL_MAX_PASSANGERS,MILES_TRAVELED,TOTAL_FUEL_COST,TOTAL_FEES,TOTAL_GATE_COST,TOTAL_COST,COST/PASSANGER
N3DRAA,200,30.0,4477.27,985,197000,1137372,34121160.0,33348.77999999999,3569206.310000007,37723715.09000001,191.49093954314728
N3FHAA,200,29.8,4408.98,998,199600,1162940,34655612.0,42594.93999999999,3529641.94,38227848.879999995,191.5222889779559
N3BXAA,200,29.8,4160.03,991,198200,1164651,34706599.800000004,43554.86000000003,3451496.7099999934,38201651.37,192.74294334006052
N3KBAA,200,30.4,4527.99,974,194800,1121968,34107827.199999996,34569.95999999999,3543237.6200000057,37685634.78,193.4580840862423
N3ECAA,200,30.1,4194.81,914,182800,1064566,32043436.6,46672.87000000001,3285601.7700000023,35375711.24,193.52139628008754
N7BRAA,200,29.9,4336.9,43,8600,50136,1499066.4,13405.300000000001,152443.9999999999,1664915.7,193.5948488372093
N3DUAA,200,29.8,4445.9,994,198800,1170589,34883552.2,92703.36000000002,3543252.18,38519507.74,193.76009929577467
N3FGAA,200,30.5,4016.79,1024,204800,1184454,36125847.0,56102.899999999994,3588458.4900000026,39770408.39,194.1914472167969
N548UW,200,31.0,4091.88,431,86200,498514,15453934.0,10117.900000000003,1283943.2099999941,16747995.109999994,194.29228665893265
N701UW,85,23.4,2343.08,741,62985,431332,10093168.799999999,12801.38,2142013.509999996,12247983.689999996,194.4587392236246
N3JGAA,200,30.8,4229.33,1012,202400,1162563,35806940.4,23013.29,3540423.199999998,39370376.88999999,194.5176723814229
N709UW,85,23.4,2353.6,737,62645,431422,10095274.799999999,25685.660000000003,2065235.449999991,12186195.90999999,194.52782999441283
N3APAA,200,30.1,4478.87,974,194800,1141769,34367246.9,93815.96999999996,3451418.3699999955,37912481.239999995,194.6225936344969
N562UW,200,30.1,3965.91,658,131600,782592,23556019.2,29466.059999999994,2038440.2899999921,25623925.54999999,194.71068047112453
N5CDAA,200,28.3,4255.86,406,81200,501412,14189959.6,99393.15999999996,1522835.9400000041,15812188.700000003,194.73138793103453
N859AA,200,28.8,4311.58,1149,229800,1408829,40574275.2,136402.80000000002,4246923.840000006,44957601.84,195.6379540469974
N520UW,200,30.2,4229.53,435,87000,522794,15788378.799999999,18203.25,1225442.2199999967,17032024.269999996,195.77039390804592
N535UW,200,31.1,4325.84,636,127200,739017,22983428.7,-713.5099999999966,1943708.8299999912,24926424.01999999,195.9624529874213
N5CGAA,200,28.9,4311.77,422,84400,515843,14907862.7,34562.31999999999,1597706.8800000022,16540131.900000002,195.97312677725122
N3JSAA,200,28.8,4180.98,1013,202600,1254905,36141264.0,31118.08000000001,3564536.620000004,39736918.7,196.13484057255678
N662AW,200,30.6,4406.83,581,116200,683862,20926177.2,14552.949999999997,1851328.3199999924,22792058.46999999,196.14508149741818
N3AYAA,200,31.2,4210.25,956,191200,1093501,34117231.199999996,45747.49,3401744.0399999944,37564722.72999999,196.46821511506272
N3JCAA,200,30.8,4197.78,1041,208200,1208471,37220906.800000004,44915.159999999996,3684374.0400000056,40950196.00000001,196.68682036503367
N569UW,200,30.7,4157.73,457,91400,544102,16703931.4,8926.289999999997,1279144.2799999954,17992001.969999995,196.8490368708971
N3JJAA,200,30.1,4416.24,1004,200800,1198868,36085926.800000004,19053.629999999994,3522761.1600000034,39627741.59000001,197.34931070717138
N3ELAA,200,30.5,4420.86,878,175600,1027333,31333656.5,62389.59,3312529.6700000064,34708575.760000005,197.657037357631
N186US,200,31.1,4344.31,581,116200,676926,21052398.6,89496.39,1835134.699999992,22977029.689999994,197.73691643717723
N3JRAA,200,30.9,4102.11,999,199800,1164810,35992629.0,34462.90999999999,3500656.329999997,39527748.239999995,197.83657777777776
N3FLAA,200,30.6,4443.98,1007,201400,1187613,36340957.800000004,47144.95000000001,3537962.660000002,39926065.41000001,198.24262864945388
N703UW,85,22.9,2122.26,594,50490,350634,8029518.6,-4982.4,2006475.2299999923,10031011.429999992,198.673230936819
N3BRAA,200,30.4,4169.77,1053,210600,1251620,38049248.0,33277.82000000001,3783512.410000003,41866038.230000004,198.79410365622033
N3FRAA,200,31.0,4472.3,1065,213000,1253426,38856206.0,26482.560000000005,3728888.8400000036,42611577.400000006,200.05435399061037
N3JDAA,200,31.4,4164.85,1013,202600,1176349,36937358.6,23159.439999999988,3582834.949999998,40543352.989999995,200.11526648568605
N883AA,200,30.4,4094.5,131,26200,155390,4723856.0,19232.489999999998,533600.020000001,5276688.510000002,201.40032480916037
N881AA,200,28.9,4015.88,213,42600,267801,7739448.899999999,19432.68,857469.8400000031,8616351.420000002,202.26177042253525
N107US,85,21.2,2413.85,644,54740,432324,9165268.799999999,46579.39000000002,1871436.9999999916,11083285.18999999,202.47141377420516
N3GUAA,200,31.1,4324.06,1026,205200,1219177,37916404.7,46073.71999999998,3626352.8399999985,41588831.26,202.6746162768031
N869AA,200,30.2,4273.79,605,121000,747647,22578939.4,24621.800000000003,2003634.709999984,24607195.90999998,203.3652554545453
N124US,85,21.7,2405.74,642,54570,425956,9243245.2,33858.14000000001,1830449.7899999944,11107553.129999995,203.5468779549202
N871AA,200,30.3,4242.1,522,104400,649020,19665306.0,35019.82,1582203.4199999936,21282529.239999995,203.85564406130263
N346AA,200,31.5,4024.92,99,19800,116487,3669340.5,28200.28,352394.4599999993,4049935.2399999993,204.5421838383838
N382AA,368,32.6,6919.5,306,112608,671036,21875773.6,148269.42,1078246.4800000072,23102289.50000001,205.1567339798239
N770UW,85,21.4,2243.24,726,61710,493396,10558674.399999999,39304.89,2120789.460000001,12718768.75,206.10547318100794
N105UW,85,21.0,2406.92,590,50150,404318,8490678.0,62489.94999999999,1812827.8699999938,10365995.819999993,206.6998169491524
N117UW,85,21.3,2373.2,639,54315,444160,9460608.0,43375.090000000004,1824772.9699999923,11328756.059999991,208.5750908588786
N840AW,85,21.6,2325.42,816,69360,564857,12200911.200000001,45791.770000000004,2269870.969999998,14516573.939999998,209.29316522491345
N5EBAA,200,29.7,4235.1,413,82600,530043,15742277.1,47957.48000000001,1519092.810000005,17309327.390000004,209.55602167070222
N3LSAA,200,29.0,4268.65,1048,209600,1379434,40003586.0,59900.11,3872211.6000000318,43935697.71000003,209.61687838740474
N5CCAA,200,29.1,4152.26,332,66400,434838,12653785.8,74074.47999999997,1237143.1800000076,13965003.460000008,210.31631716867483
N288AY,85,21.3,2173.12,35,2975,24715,526429.5,-54.01999999999998,99430.74000000005,625806.22,210.3550319327731
N126UW,85,21.7,2337.54,535,45475,372435,8081839.5,23744.31,1461737.4899999932,9567321.299999993,210.38639472237477
N878AA,200,30.7,4480.67,370,74000,474451,14565645.7,14569.649999999998,1065627.890000003,15645843.240000002,211.4303140540541
N7LSAA,368,31.7,7113.65,4,1472,9368,296965.6,21.899999999999977,15188.220000000001,312175.72,212.07589673913043
N125UW,85,21.9,2143.32,508,43180,357715,7833958.499999999,3608.470000000003,1337098.3799999978,9174665.349999996,212.47488073182018
N754UW,85,22.2,2313.65,787,66895,538147,11946863.4,14468.930000000002,2255987.399999997,14217319.729999997,212.53187428058894
N789AA,368,31.0,7575.54,701,257968,1688529,52344399.0,34878.52000000001,2457017.360000002,54836294.88,212.5701438938163
N634AA,200,31.0,4367.49,428,85600,536106,16619286.0,74369.59999999999,1585242.100000004,18278897.700000003,213.5385245327103
N635AA,200,30.8,3963.84,430,86000,543768,16748054.4,98566.54000000001,1602709.5700000029,18449330.510000005,214.52709895348843
N836AW,85,21.1,2337.52,684,58140,497449,10496173.9,20954.04,2017337.5899999987,12534465.529999997,215.59108238734086
N102UW,85,23.4,2123.08,660,56100,433438,10142449.2,71883.59000000001,1887713.549999995,12102046.339999994,215.72275115864517
N630AA,200,30.3,4109.8,244,48800,316872,9601221.6,16377.240000000002,917577.600000004,10535176.440000003,215.88476311475415
N742PS,85,21.5,2165.59,745,63325,541722,11647023.0,59.30000000000089,2048948.639999997,13696030.939999998,216.28157820765887
N5EJAA,200,29.9,4218.2,548,109600,723662,21637493.8,146307.45999999996,2032525.2799999923,23816326.539999995,217.3022494525547
N114UW,85,21.8,2293.09,612,52020,442896,9655132.8,32052.34000000002,1718461.0199999937,11405646.159999995,219.25502037677805
N814AW,85,23.4,2116.07,801,68085,540314,12643347.6,13275.43,2292163.7499999953,14948786.779999994,219.5606488947638
N5EAAA,200,30.7,4442.28,581,116200,761129,23366660.3,104504.90999999992,2046365.0199999907,25517530.229999993,219.60008803786567
N110UW,85,23.3,2141.29,628,53380,424337,9887052.1,28859.41000000001,1827943.6399999938,11743855.149999993,220.00477988010476
N5ENAA,200,31.1,4491.23,617,123400,807126,25101618.6,130663.12999999995,2150884.97999999,27383166.70999999,221.9057269854132
N496AA,85,21.1,2406.52,1350,114750,968618,20437839.8,199786.02999999997,4833055.659999964,25470681.489999965,221.96672322440057
N3LTAA,200,29.6,4361.41,1093,218600,1504819,44542642.4,-5221.310000000003,4023644.470000031,48561065.560000025,222.14577108874667
N758US,85,21.5,2194.18,734,62390,544988,11717242.0,30322.15999999998,2112306.700000002,13859870.860000003,222.1489158518994
N502AA,85,21.2,2256.11,1267,107695,906278,19213093.599999998,84975.41999999994,4701579.109999971,23999648.129999973,222.84830428524975
N3LMAA,200,29.8,4164.93,978,195600,1343262,40029207.6,17763.299999999996,3603758.1600000355,43650729.06000003,223.16323650306765
N274AY,85,22.4,2313.5,53,4505,36763,823491.2,6894.200000000001,185948.7000000001,1016334.1,225.6013540510544
N4XSAA,85,21.0,2165.61,1445,122825,1068191,22432011.0,151931.5000000001,5169191.869999975,27753134.369999975,225.95672192143272
N810AW,85,21.2,2181.58,731,62135,562799,11931338.799999999,14911.590000000002,2167605.920000002,14113856.31,227.14824672084978
N205UW,200,31.0,4490.43,222,44400,304279,9432649.0,21700.780000000002,662605.310000001,10116955.09,227.85934887387387
N3LHAA,200,30.2,4533.05,1054,210800,1466876,44299655.199999996,-7777.139999999995,3962137.1800000328,48254015.240000024,228.9089907020874
N4YEAA,85,21.7,2292.32,1407,119595,1030396,22359593.2,96870.66000000003,4981703.51999997,27438167.37999997,229.42570659308473
N583AA,85,21.1,2200.22,1029,87465,758784,16010342.4,44043.31999999999,4045744.849999971,20100130.56999997,229.8077010232661
N4XLAA,85,21.5,2165.62,1365,116025,1007615,21663722.5,143489.92999999993,4861199.229999965,26668411.659999967,229.85056375781053
N472AA,85,21.7,2157.16,1463,124355,1075687,23342407.9,135564.86000000002,5219834.539999963,28697807.29999996,230.77324836154526
N746UW,85,21.7,2358.7,604,51340,460943,10002463.1,35059.340000000004,1810445.3600000015,11847967.8,230.77459680560966
N830AW,85,21.7,2139.22,734,62390,568540,12337318.0,35744.490000000005,2038964.8899999945,14412027.379999995,230.9989963135117
N467AA,85,21.6,2311.48,1481,125885,1096210,23678136.0,80013.86000000003,5342411.7399999695,29100561.599999968,231.16782460181886
N801AW,85,22.7,2188.45,546,46410,408999,9284277.299999999,25211.780000000002,1434056.9400000006,10743546.02,231.49204955828483
N001AA,85,21.1,2333.91,666,56610,509303,10746293.3,14817.219999999998,2376451.500000006,13137562.020000007,232.0714011658719
N490AA,85,22.7,2281.02,518,44030,358996,8149209.2,42395.02000000001,2028245.1800000032,10219849.400000002,232.1110470134
N582AA,85,22.6,2323.58,415,35275,288224,6513862.4,44929.12999999999,1635067.5700000045,8193859.100000005,232.28516229624395
N4YPAA,85,21.8,2320.83,1314,111690,969409,21133116.2,89857.96999999994,4742466.699999976,25965440.869999975,232.4777587071356
N560AA,85,22.4,2328.26,314,26690,218629,4897289.6,62445.50000000001,1249074.6900000009,6208809.790000001,232.6268186586737
N567AA,85,21.2,2142.68,1427,121295,1083390,22967868.0,132927.69000000003,5142907.2099999795,28243702.89999998,232.85133682344681
N4XKAA,85,21.4,2123.15,1372,116620,1036330,22177462.0,132618.26,4873659.569999972,27183739.829999976,233.09672294632117
N434AA,85,21.8,2321.07,1385,117725,1032285,22503813.0,131966.07999999996,4897691.799999964,27533470.87999996,233.87955727330612
N4XMAA,85,22.4,2173.26,1205,102425,870502,19499244.799999997,245986.17000000004,4213948.249999971,23959179.21999997,233.9192503783253
N818AW,85,21.2,2211.75,699,59415,560653,11885843.6,31678.860000000015,1997134.2699999993,13914656.729999999,234.19434031810147
N790AA,368,33.4,7644.01,668,245824,1654948,55275263.199999996,21313.089999999997,2340453.2299999977,57637029.519999996,234.46461500911218
N839AW,85,22.0,2189.17,648,55080,507852,11172744.0,35686.02999999999,1762656.5299999968,12971086.559999997,235.4953986928104
N499AA,85,22.7,2145.68,1264,107440,910112,20659542.4,67730.64999999998,4600844.109999974,25328117.15999997,235.74196909903173
N468AA,85,21.7,2155.0,1392,118320,1055409,22902375.3,60839.740000000005,4939683.009999975,27902898.049999975,235.82571036173067
N590AA,85,21.6,2176.64,1462,124270,1106229,23894546.400000002,89187.59000000001,5362718.769999971,29346452.75999997,236.1507424157075
N561AA,85,21.7,2228.05,472,40120,348753,7567940.1,42671.960000000014,1864859.2100000053,9475471.270000005,236.17824700897322
N424AA,85,22.4,2321.48,1413,120105,1026670,22997408.0,247189.2300000001,5128538.059999977,28373135.289999977,236.23608750676473
N479AA,85,23.1,2308.08,1298,110330,922151,21301688.1,189337.33999999997,4575267.899999982,26066293.33999998,236.25753049941068
N786AA,368,33.4,7665.65,660,242880,1650787,55136285.8,12435.829999999998,2339335.499999997,57488057.129999995,236.69325234683794
N474AA,85,22.5,2145.21,1425,121125,1036924,23330790.0,131594.42999999993,5210840.509999965,28673224.939999964,236.72425131062923
N273AY,85,22.5,2320.56,54,4590,39428,887130.0,23211.789999999997,176516.3900000001,1086858.1800000002,236.78827450980395
N4XFAA,85,21.9,2369.27,1297,110245,973389,21317219.099999998,205938.7100000001,4645818.749999976,26168976.559999973,237.37109673908088
N756US,85,23.0,2377.16,716,60860,532062,12237426.0,13769.039999999997,2215204.850000002,14466399.89,237.69963670719685
N4XBAA,85,22.5,2253.39,1408,119680,1038818,23373405.0,119797.79000000001,4984900.42999997,28478103.21999997,237.95206567513344
N576AA,85,21.7,2246.64,944,80240,707369,15349907.299999999,89364.55,3697271.509999982,19136543.35999998,238.4913180458622
N477AA,85,22.9,2321.13,1371,116535,991591,22707433.9,212187.58999999994,4895259.3499999745,27814880.839999974,238.6826347449262
N7LNAA,200,29.0,4297.04,7,1400,10561,306269.0,716.5799999999999,27450.22,334435.80000000005,238.88271428571431
N426AA,85,23.0,2311.77,1313,111605,955045,21966035.0,81618.54999999994,4639684.229999971,26687337.77999997,239.12313767304306
N4YRAA,85,22.3,2349.17,1480,125800,1109710,24746533.0,76794.39999999992,5366880.79999997,30190208.19999997,239.9857567567565
N4XRAA,85,22.9,2175.98,1274,108290,935030,21412187.0,104539.68999999994,4539960.409999972,26056687.09999997,240.6195133437988
N4XGAA,85,22.4,2144.12,1351,114835,1009345,22609328.0,141708.27999999994,4900340.7199999755,27651376.999999978,240.79224104149412
N813AW,85,21.1,2312.57,632,53720,520034,10972717.4,37582.96000000002,2016145.8399999992,13026446.200000001,242.48782948622488
N272AY,85,21.6,2371.47,62,5270,49392,1066867.2000000002,2028.5900000000001,209128.79000000015,1278024.5800000005,242.50940796963957
N4UBAA,85,22.9,2276.05,1398,118830,1027758,23535658.2,143117.4899999999,5138835.709999966,28817611.399999965,242.5112463182695
N4XPAA,85,22.9,2252.78,1301,110585,965428,22108301.2,101087.82999999999,4614605.529999974,26823994.559999973,242.5644939187048
N755US,85,22.9,2246.24,728,61880,564177,12919653.299999999,7654.7,2091362.6499999997,15018670.649999999,242.70637766645117
N287AY,85,21.3,2280.32,33,2805,27120,577656.0,-751.9899999999996,104731.18000000005,681635.1900000001,243.00719786096258
N4WMAA,85,21.9,2218.33,1380,117300,1075819,23560436.099999998,75493.18000000001,4927900.489999974,28563829.769999973,243.5109102301788
N4XWAA,85,23.1,2384.78,1156,98260,851433,19668102.3,159257.24999999994,4202271.889999973,24029631.439999975,244.55151068593503
N749US,85,21.4,2228.45,647,54995,537866,11510332.399999999,57534.54000000001,1882807.169999998,13450674.109999996,244.57994563142097
N4YSAA,85,22.6,2330.68,1236,105060,933466,21096331.6,168253.87,4442333.259999973,25706918.729999974,244.6879757281551
N4WLAA,85,22.9,2314.47,1447,122995,1081747,24772006.299999997,117844.64999999997,5211121.239999965,30100972.18999996,244.73329964632677
N528AA,85,23.2,2103.67,1412,120020,1040157,24131642.4,148395.68000000005,5147066.939999958,29427105.019999955,245.1850109981666
N4XYAA,85,22.6,2381.91,1269,107865,958631,21665060.6,144222.64000000004,4690401.539999976,26499684.77999998,245.67454484772614
N200AA,85,22.0,2346.63,851,72335,650300,14306600.0,131932.23,3346560.669999988,17785092.899999987,245.8711951337525
N747UW,85,22.2,2298.27,677,57545,545857,12118025.4,7913.630000000002,2029935.0699999973,14155874.099999998,245.99659570770697
N4WKAA,85,23.0,2212.71,1402,119170,1052743,24213089.0,118995.88999999996,4984556.269999975,29316641.159999974,246.0068906604009
N493AA,85,23.5,2175.79,1399,118915,1029967,24204224.5,48956.63,5034068.359999974,29287249.489999972,246.28725972333154
N425AA,85,23.4,2112.3,1331,113135,983116,23004914.4,151153.40999999997,4773874.179999966,27929941.989999965,246.87269182834635
N7CCAA,200,29.3,4294.3,43,8600,66929,1961019.7,7305.73,165566.9099999999,2133892.34,248.12701627906975
N505AA,85,22.7,2188.34,1021,86785,767843,17430036.099999998,101556.34,4017810.819999977,21549403.259999976,248.30792487180938
N492AA,85,23.5,2329.46,513,43605,374263,8795180.5,14318.799999999997,2019191.290000005,10828690.590000005,248.33598417612671
N4WJAA,85,22.9,2312.3,1217,103445,925504,21194041.599999998,133514.66999999995,4385411.989999976,25712968.259999976,248.56656445454084
N439AA,85,23.4,2290.47,1469,124865,1099268,25722871.2,73021.86000000004,5300296.029999969,31096189.089999966,249.03847427221373
N4WNAA,85,22.3,2158.67,1296,110160,1019244,22729141.2,83454.66000000002,4732387.999999971,27544983.85999997,250.0452420116192
N005AA,85,22.0,2365.95,714,60690,568311,12502842.0,113650.87,2589868.160000005,15206361.030000005,250.55793425605543
N815AW,85,22.9,2262.89,651,55335,520399,11917137.1,4711.789999999999,1986122.389999998,13907971.279999997,251.34130803289054
N487AA,85,22.8,2390.95,1175,99875,914276,20845492.8,117617.03999999996,4165990.4499999764,25129100.289999977,251.6055097872338
N455AA,85,22.6,2248.42,851,72335,652908,14755720.8,124674.49999999997,3343212.7399999914,18223608.03999999,251.93347674016715
N570AA,85,23.1,2364.62,1383,117555,1062892,24552805.200000003,83240.81999999995,5075204.779999965,29711250.799999967,252.74340351324884
N7BJAA,200,29.1,4422.9,58,11600,93607,2723963.7,21985.3,190310.17999999982,2936259.1799999997,253.12579137931033
N349AA,200,30.7,4162.84,93,18600,142593,4377605.1,11391.43,332542.9499999993,4721539.479999999,253.84620860215045
N002AA,85,21.6,2210.03,716,60860,590475,12754260.0,76817.67999999996,2643772.7600000016,15474850.440000001,254.26964245810058
N007AA,85,23.2,2243.99,718,61030,560091,12994111.2,38059.84000000002,2589528.8700000043,15621699.910000004,255.9675554645257
N808AW,85,22.6,2261.07,714,60690,591843,13375651.8,45127.900000000016,2134368.5300000003,15555148.23,256.3049634206624
N4XJAA,85,23.3,2358.62,1372,116620,1069384,24916647.2,118590.71999999996,4906251.039999977,29941488.959999975,256.7440315554791
N7BNAA,200,29.9,4100.28,26,5200,40646,1215315.4,20947.300000000003,98810.79999999997,1335073.5,256.7449038461538
N568AA,85,23.0,2117.77,958,81430,741436,17053028.0,115435.90999999999,3764468.469999994,20932932.379999995,257.06658946334267
N828AW,85,21.9,2172.68,633,53805,552189,12092939.1,-1721.549999999999,1752412.5799999991,13843630.129999999,257.2926332125267
N021AA,85,22.2,2358.72,739,62815,604290,13415238.0,81807.26999999999,2699881.870000001,16196927.14,257.8512638700947
N829AW,85,22.8,2299.54,626,53210,524056,11948476.8,5889.2000000000035,1800906.7299999981,13755272.729999999,258.50916613418525
N025AA,85,22.7,2341.65,710,60350,574007,13029958.9,71675.16999999998,2520901.060000001,15622535.13,258.86553653686826
N806AW,85,23.3,2172.44,673,57205,544502,12686896.6,24695.310000000012,2127390.7899999986,14838982.7,259.4000996416397
N4YMAA,85,21.7,2241.19,298,25330,247839,5378106.3,33345.59999999999,1178920.3399999999,6590372.239999999,260.18050690880375
N578AA,85,23.0,2111.18,190,16150,150829,3469067.0,21980.219999999998,751772.4800000013,4242819.700000001,262.71329411764714
N807AW,85,22.1,2290.57,672,57120,595182,13153522.200000001,51352.189999999995,1966874.6099999982,15171748.999999998,265.6118522408963
N024AA,85,22.8,2289.09,695,59075,575836,13129060.8,50597.89000000001,2533685.710000002,15713344.400000002,265.9897486246297
N031AA,85,21.8,2393.16,373,31705,326919,7126834.2,37409.36000000001,1273170.290000004,8437413.850000005,266.1224996057406
N7BBAA,200,30.9,4265.21,45,9000,72892,2252362.8,8085.700000000001,139868.9699999999,2400317.4699999997,266.70194111111107
N206UW,85,23.5,2341.15,299,25415,254664,5984604.0,3517.759999999999,822237.7000000008,6810359.460000001,267.9661404682275
N8ABAA,85,21.3,2231.87,80,6800,67624,1440391.2,28433.79,360524.0499999994,1829349.0399999993,269.02191764705873
N7APAA,200,28.4,4287.47,36,7200,64253,1824785.2,7317.029999999999,114275.3999999999,1946377.63,270.3302263888889
N595AA,85,23.1,2386.63,195,16575,161632,3733699.2,9555.519999999999,766296.5100000013,4509551.230000001,272.06945580693827
N8AHAA,85,21.9,2410.28,47,3995,41158,901360.2,12884.21,176793.09,1091037.5,273.10075093867334
N023AA,85,23.1,2295.55,698,59330,592040,13676124.0,36312.9,2492713.500000006,16205150.400000006,273.135857070622
N760US,85,22.8,2388.35,656,55760,583018,13292810.4,10018.640000000001,1971783.7099999986,15274612.75,273.9349488880918
N283AY,85,22.6,2262.93,22,1870,19634,443728.4,7458.74,62260.38999999998,513447.52999999997,274.57087165775397
N015AA,85,23.0,2245.17,728,61880,624500,14363500.0,54244.06999999999,2624665.0700000064,17042409.140000008,275.4106195862962
N020AA,85,21.8,2335.72,763,64855,690337,15049346.6,41613.59999999999,2780340.1600000006,17871300.36,275.55778829697016
N7BEAA,200,28.6,4145.19,52,10400,93913,2685911.8000000003,12600.43,197277.8599999998,2895790.0900000003,278.44135480769233
N936UW,85,21.5,2119.05,270,22950,264717,5691415.5,11143.870000000003,741611.4800000003,6444170.850000001,280.79175816993467
N289AY,85,23.4,2128.95,39,3315,34503,807370.2,1934.6000000000001,129106.3200000001,938411.12,283.08027752639515
N7ARAA,200,29.2,4038.11,55,11000,99125,2894450.0,24679.22,195465.95999999982,3114595.18,283.1450163636364
N769US,85,23.5,2164.86,664,56440,594935,13980972.5,41973.720000000016,1978990.5099999967,16001936.729999997,283.5212035790219
N386AA,200,31.0,4357.84,217,43400,376213,11662603.0,70479.47,758809.5800000033,12491892.050000004,287.83161405529967
N028AA,85,22.9,2372.1,609,51765,557426,12765055.399999999,115343.09999999999,2224788.0600000005,15105186.559999999,291.8030823915773
N280AY,85,22.0,2343.57,20,1700,19900,437800.0,2937.82,59320.309999999976,500058.13,294.1518411764706
N387AA,200,28.8,4191.83,237,47400,450758,12981830.4,77088.29,901184.0600000055,13960102.750000006,294.51693565400853
N7BFAA,200,29.1,4099.98,49,9800,93084,2708744.4,37115.229999999996,164800.56999999983,2910660.1999999997,297.00614285714283
N8AKAA,85,21.8,2128.1,31,2635,29625,645825.0,18446.75,120665.06000000003,784936.81,297.88873244781786
N942UW,85,22.7,2365.89,253,21505,249815,5670800.5,4076.1100000000006,732373.3200000008,6407249.930000002,297.9423357358755
N5DGAA,200,29.6,4233.48,755,151000,1426222,42216171.2,128790.56000000003,2749419.689999969,45094381.44999997,298.63828774834417
N5EDAA,200,28.4,4486.71,642,128400,1270232,36074588.8,89115.98000000004,2315229.3999999827,38478934.17999998,299.68017274143284
N672AW,85,21.9,2217.19,559,47515,586750,12849825.0,21475.35,1642084.1099999961,14513384.459999995,305.44847858570967
N204UW,85,21.6,2249.59,224,19040,238076,5142441.600000001,4471.540000000001,675111.2300000004,5822024.370000001,305.7785908613446
N193UW,85,21.2,2245.62,662,56270,721654,15299064.799999999,28140.790000000008,2052660.1099999927,17379865.69999999,308.86557135240787
N935UW,85,22.8,2319.59,286,24310,295589,6739429.2,28059.9,783505.7200000002,7550994.82,310.61270341423284
N604AW,85,21.6,2277.1,631,53635,682562,14743339.200000001,26439.67,1900025.3399999947,16669804.209999995,310.80086156427694
N360AA,200,28.8,4042.33,193,38600,388401,11185948.8,68122.70999999999,751138.7400000027,12005210.250000004,311.0158095854923
N196UW,85,21.3,2368.73,668,56780,731978,15591131.4,22095.8,2100779.249999991,17714006.44999999,311.97616150052824
N293AY,85,22.2,2179.53,33,2805,34631,768808.2,-444.97999999999996,113576.48000000007,881939.7000000001,314.4170053475936
N364AA,200,30.1,4392.95,179,35800,348873,10501077.3,54409.66,701783.4200000024,11257270.380000003,314.44889329608947
N151UW,85,21.4,2280.25,709,60265,779260,16676163.999999998,35222.42,2242237.0399999954,18953623.459999993,314.5046620758316
N521UW,85,21.3,2403.32,689,58565,763135,16254775.5,44623.439999999995,2138213.5899999915,18437612.52999999,314.82306036028325
N195UW,85,21.9,2285.81,682,57970,735705,16111939.499999998,36600.03000000001,2103319.7799999896,18251859.309999987,314.8500829739518
N344AA,85,22.8,2381.39,93,7905,92760,2114928.0,55508.60999999999,329125.5899999994,2499562.1999999993,316.2001518026565
N680AW,85,23.1,2188.96,611,51935,638422,14747548.200000001,9056.570000000005,1817572.5199999963,16574177.289999997,319.1330950226244
N661AW,85,21.7,2159.25,583,49555,645211,14001078.7,24420.070000000003,1821465.9299999946,15846964.699999994,319.7853839168599
N675AW,85,21.7,2226.43,619,52615,690686,14987886.2,-4729.769999999999,1888044.5299999947,16871200.959999993,320.65382419462117
N587UW,85,21.5,2389.89,673,57205,754397,16219535.5,17163.36999999999,2131838.709999995,18368537.579999994,321.10021117035217
N663AW,85,22.0,2318.1,623,52955,681373,14990206.0,42898.279999999984,1987207.8899999945,17020312.169999994,321.4108614861674
N5FKAA,85,21.8,2390.38,215,18275,237351,5174251.8,19445.980000000007,688917.9500000008,5882615.730000001,321.89415759233935
N202UW,85,22.8,2201.36,238,20230,254784,5809075.2,30647.79,673907.6200000005,6513630.61,321.97877459218984
N150UW,85,22.0,2356.76,632,53720,696490,15322780.0,5174.2800000000025,1991512.8999999936,17319467.179999992,322.40259084139973
N178US,85,21.7,2398.97,643,54655,723676,15703769.2,29041.43,1967709.1399999906,17700519.76999999,323.8591120665994
N3KVAA,85,21.4,2275.67,989,84065,1109584,23745097.599999998,-7452.029999999999,3505755.1700000064,27243400.740000002,324.07542663415217
N981UY,85,22.7,2148.05,203,17255,212837,4831399.899999999,5071.66,755487.2100000001,5591958.77,324.07758736598083
N3MMAA,85,21.2,2374.64,689,58565,787550,16696060.0,15632.790000000003,2275748.7600000016,18987441.55,324.21141552121577
N3CTAA,85,21.3,2405.06,915,77775,1027339,21882320.7,107659.13,3234650.850000006,25224630.680000003,324.3282633236902
N3CVAA,85,21.9,2339.87,970,82450,1063308,23286445.2,80302.77999999994,3389345.9899999984,26756093.97,324.5129650697392
N3MVAA,85,22.0,2398.08,316,26860,357073,7855606.0,-10979.91,878069.0800000018,8722695.170000002,324.74665562174243
N3AAAA,85,21.0,2207.38,973,82705,1107853,23264913.0,52173.46000000001,3564005.4400000027,26881091.900000002,325.0237821171634
N524UW,85,21.7,2300.63,543,46155,617861,13407583.7,22987.860000000008,1585981.8099999928,15016553.369999992,325.35052258693514
N3JBAA,85,21.5,2263.98,1024,87040,1146518,24650137.0,23045.899999999987,3664185.0700000026,28337367.970000003,325.5671871553309
